name,objective,place_t,plcae_e,place,post_num
บจ.เนปป์ คอสเมติกส์(2022) จำกัด,ประกอบกิจการผลิต ขายส่ง ขายปลีก เครื่องสำอางค์ และผิลตภัณฑ์เสริมความงามทุกชนิด,ต.วัดประดู่,อ.เมืองสุราษฎร์ธานี,จ.สุราษฎร์ธานี,84000
บจ.สเวจิส เทรดดิ้ง จำกัด,ประกอบกิจการนำเข้า-ส่งออก สินค้าและบริการ รวมทั้งการให้บริการให้บริการเกี่ยวกับสกุลเงินต่างๆ,ต.หน้าเมือง,อ.เกาะสมุย,จ.สุราษฎร์ธานี,84140
บจ.ไฮ เทค สมุย จำกัด,ประกอบกิจการ ให้เช่าที่พัก,ต.หน้าเมือง,อ.เกาะสมุย,จ.สุราษฎร์ธานี,84140
บจ.เทย์กิ จำกัด,ประกอบกิจการการซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเอง เพื่อการพักอาศัย,ต.แม่น้ำ,อ.เกาะสมุย,จ.สุราษฎร์ธานี,84330
บจ.ซาวาพโซล จำกัด,ประกอบกิจการจำหน่าย-ส่งออก เครื่องผลิตน้ำดื่ม เครื่องกรองน้ำดื่ม ทุกชนิด,ต.เกาะพะงัน,อ.เกาะพะงัน,จ.สุราษฎร์ธานี,84280
บจ.ดี แอนด์ พี รับเบอร์ จำกัด,การขายส่งยางพาราไม่ว่าจะมีลักษณะเป็นแผ่นบาง เป็นแถบ เส้นหรือลักษณะอื่น ๆ  น้ำยางดิบ น้ำยางข้น ยางแผ่นรมควัน ยางแท่ง ยางเครป รวมถึงขี้ยาง,ต.นาคา,อ.สุขสำราญ,จ.ระนอง,85120
บจ.กอแก้วเกษตรไทย 2021 จำกัด,ประกอบกิจการตัวแทนจำหน่ายเสื้อผ้างานแบรนด์ งานป้าย เสื้อผ้าแฟชั่นทุกชนิด ทุกประเภท,ต.ขุนกระทิง,อ.เมืองชุมพร,จ.ชุมพร,86190
บจ.เอ็น แอนด์ เอ็ม คอนซัลแทนท์ เซอร์วิส จำกัด,ประกอบกิจการขนส่งและขนถ่ายสินค้า,ต.นาขา,อ.หลังสวน,จ.ชุมพร,86110
บจ.ธราทรัพย์ เอ็นจิเนียริ่ง จำกัด,กิจกรรมงานวิศวกรรมและการให้คำปรึกษาทางด้านเทคนิค ที่เกี่ยวข้อง,ต.นาทุ่ง,อ.เมืองชุมพร,จ.ชุมพร,86000
บจ.นิวทรี ไบโอเทคโนโลยี จำกัด,ผลิตและบรรจุผลิตภัณฑ์อาหารเสริม,ต.คลองแห,อ.หาดใหญ่,จ.สงขลา,90110
บจ.รัตน บรรจุภัณฑ์  จำกัด,ประกอบกิจการซื้อขายเครื่องบรรจุภัณฑ์ เครื่องซีลสูญญากาศ และอะไหล่,ต.หาดใหญ่,อ.หาดใหญ่,จ.สงขลา,90110
บจ.เคซี เทรดดิ้ง แอนด์ เซอร์วิส จำกัด,ประกอบกิจการให้บริการดูแลควบคุมระบบบำบัดน้ำเสียสำหรับโรงงาน และหน่วยงานราชการ,ต.นาหม่อม,อ.นาหม่อม,จ.สงขลา,90310
บจ.ค.การค้า จำกัด,ร้านขายปลีกหนังสือหนังสือพิมพ์วารสารและนิตยสาร,ต.ท่าชะมวง,อ.รัตภูมิ,จ.สงขลา,90180
บจ.ยงค์มณี ดริ๊งก์ จำกัด,ประกอบกิจการจำหน่ายเครื่องดื่ม (Drink) ไอศกรีม (Ice Cream) และขนม (Bakery)ทุกประเภท ขายส่งและปลีก เช่น ชานม ชาผลไม้ ชาดำ กาแฟ น้ำผลไม้ซอฟต์เสิร์ฟ (Soft Serve) ขนมปัง เบอเกอรี่ (Bakery),ต.หาดใหญ่,อ.หาดใหญ่,จ.สงขลา,90110
